food_name,calories_per_100g,protein_per_100g,carbs_per_100g,fat_per_100g,fiber_per_100g,unit_type,avg_weight
Butter,358.31,11.3,18.63,2.12,8.79,gram,100
Broccoli,394.9,28.87,59.25,18.3,8.89,gram,100
Biryani,355.31,22.58,8.79,10.25,8.15,gram,100
Cashews,106.49,28.06,58.43,9.08,8.17,gram,100
Curd,167.16,22.23,42.14,23.28,4.24,gram,100
Walnuts,265.31,4.52,17.23,13.51,6.37,gram,100
Paratha,165.82,10.91,49.16,18.19,0.07,piece,88
Mango,333.45,17.17,39.79,11.23,8.63,gram,100
Bread,86.01,8.03,46.33,27.89,2.51,gram,100
Broccoli,229.96,21.32,15.9,24.87,7.98,gram,100
Greek Yogurt,98.52,19.85,12.85,12.45,2.78,gram,100
Greek Yogurt,211.58,0.18,16.76,10.25,4.96,gram,100
Chicken Breast,302.39,1.0,7.23,24.71,3.97,gram,100
Vegetable Curry,258.06,6.44,11.65,22.93,5.91,gram,100
Upma,43.26,4.83,37.4,14.78,4.92,gram,100
Peanuts,132.18,11.65,19.41,11.91,5.5,gram,100
Curd,238.98,8.6,52.39,29.05,8.69,gram,100
Walnuts,251.88,19.61,48.36,21.58,3.43,gram,100
Butter,89.14,25.67,34.89,1.73,4.51,gram,100
Cabbage,82.39,11.98,44.38,2.12,6.81,gram,100
Idli,140.72,17.18,50.74,19.71,5.63,piece,114
Spinach,78.23,13.81,50.92,11.01,8.57,gram,100
Sambar,392.18,9.68,7.64,3.49,9.29,gram,100
Butter,83.57,23.07,55.01,5.65,0.91,gram,100
Bread,148.31,6.53,18.24,2.72,1.11,gram,100
Rice,231.91,19.0,59.02,16.17,6.66,gram,100
Chicken Curry,101.82,11.16,31.06,13.32,8.29,gram,100
Rajma,221.63,9.9,22.07,13.01,4.16,gram,100
Upma,300.5,5.37,46.77,12.35,7.13,gram,100
Cabbage,54.07,16.33,34.89,7.6,0.33,gram,100
Cabbage,326.69,19.09,56.59,19.18,6.65,gram,100
Rice,391.52,26.49,3.24,7.57,5.62,gram,100
Grapes,134.74,19.51,19.18,7.28,6.31,gram,100
Idli,292.63,0.58,40.01,19.01,0.12,piece,84
Chicken Breast,343.79,1.93,19.31,12.92,8.61,gram,100
Chole,234.71,17.78,3.66,9.42,6.37,gram,100
Paneer Butter Masala,384.15,11.02,8.56,2.56,5.89,gram,100
Potato,366.96,0.32,13.66,18.22,5.17,gram,100
Mango,197.08,11.01,56.21,16.78,7.17,gram,100
Paneer Butter Masala,127.76,0.26,27.44,9.63,1.92,gram,100
Greek Yogurt,248.23,26.27,20.14,10.35,5.85,gram,100
Watermelon,86.38,10.95,54.51,3.72,6.53,gram,100
Paratha,76.32,26.63,11.47,27.29,1.17,piece,114
Spinach,267.84,10.69,43.67,0.92,6.57,gram,100
Cabbage,308.64,7.36,33.77,14.11,8.55,gram,100
Almonds,329.03,0.92,10.19,22.71,4.16,gram,100
Paneer,253.15,6.51,35.13,10.53,2.29,gram,100
Papaya,322.14,20.2,5.98,23.56,9.96,gram,100
Pineapple,263.76,3.87,47.93,29.85,4.12,gram,100
Potato,224.59,9.46,10.39,15.35,9.44,gram,100
Carrot,304.36,5.52,51.82,24.82,3.0,gram,100
Poha,309.74,12.21,6.14,1.24,6.76,gram,100
Grapes,324.79,19.43,41.9,13.11,9.91,gram,100
Paneer Butter Masala,198.51,0.73,39.81,23.74,3.24,gram,100
Sambar,71.83,22.79,32.06,10.19,2.49,gram,100
Oats,250.53,6.82,48.09,2.08,3.91,gram,100
Orange,394.69,20.12,24.59,27.92,6.46,gram,100
Orange,111.3,8.2,4.98,4.65,3.36,gram,100
Dal Tadka,342.82,26.74,28.36,20.72,6.16,gram,100
Butter,44.35,5.69,49.43,17.05,7.77,gram,100
Paneer Butter Masala,292.97,16.85,18.88,20.26,5.99,gram,100
Paratha,333.94,11.69,48.48,1.24,2.22,piece,111
Oats,248.24,17.26,36.13,10.2,5.19,gram,100
Rice,304.39,1.34,10.63,26.29,7.02,gram,100
Mango,225.93,14.88,54.71,22.99,5.75,gram,100
Broccoli,231.12,26.79,32.13,4.85,1.62,gram,100
Cashews,154.94,27.22,5.94,26.08,3.63,gram,100
Mango,175.2,4.48,41.63,0.12,3.34,gram,100
Salad,213.17,26.85,49.31,20.36,5.59,gram,100
Pineapple,240.02,1.55,44.67,11.97,2.93,gram,100
Almonds,395.54,8.73,12.15,26.6,1.99,gram,100
Paneer Butter Masala,343.03,24.37,17.56,16.37,0.09,gram,100
Egg,248.65,20.03,2.93,7.39,5.34,piece,38
Rajma,160.42,28.84,13.15,18.06,6.52,gram,100
Grapes,300.12,28.78,42.0,18.64,1.36,gram,100
Almonds,117.65,6.06,2.57,21.5,4.83,gram,100
Spinach,89.89,10.76,50.1,23.76,4.38,gram,100
Paneer Butter Masala,210.43,0.05,21.88,15.28,4.95,gram,100
Potato,237.08,29.72,17.2,4.95,1.25,gram,100
Rice,94.87,14.08,3.67,21.27,9.4,gram,100
Watermelon,74.41,13.31,56.85,8.43,6.12,gram,100
Rice,175.01,4.43,2.41,5.42,9.11,gram,100
Curd,152.0,25.16,6.46,25.22,0.79,gram,100
Papaya,138.58,27.93,4.59,27.67,4.38,gram,100
Orange,75.43,18.43,45.54,24.93,3.87,gram,100
Potato,261.72,24.69,4.75,1.58,9.82,gram,100
Cabbage,356.07,24.02,45.45,11.47,7.12,gram,100
Paratha,297.98,5.07,11.46,12.22,7.38,piece,60
Salad,88.6,23.23,6.27,23.29,7.45,gram,100
Paratha,370.92,1.45,16.87,28.0,2.13,piece,84
Potato,70.89,0.43,47.68,1.64,5.88,gram,100
Poha,153.19,13.2,34.41,3.23,7.02,gram,100
Paneer,268.55,18.45,20.66,7.45,0.36,gram,100
Paneer,322.09,9.83,13.06,18.63,4.17,gram,100
Protein Shake,330.93,21.94,11.11,22.67,6.33,gram,100
Rajma,192.0,14.6,6.72,24.26,5.7,gram,100
Spinach,379.18,6.7,44.22,5.49,0.46,gram,100
Tomato,340.59,25.91,24.73,8.87,9.32,gram,100
Paneer,220.31,0.36,4.45,12.18,2.79,gram,100
Vegetable Curry,67.52,25.29,7.58,15.57,3.83,gram,100
Protein Shake,233.52,14.9,5.76,19.63,4.78,gram,100
Almonds,175.14,18.52,19.89,23.25,1.18,gram,100
Curd,109.68,13.95,49.4,24.04,6.37,gram,100
Salad,251.4,20.58,50.17,29.72,4.65,gram,100
Cauliflower,132.35,22.49,23.72,18.28,2.36,gram,100
Bread,207.61,29.6,4.59,28.81,5.68,gram,100
Orange,170.76,23.32,11.41,19.97,0.79,gram,100
Curd,347.78,3.46,22.41,11.82,3.3,gram,100
Spinach,350.26,16.08,34.69,18.38,8.71,gram,100
Sambar,203.27,10.97,1.07,18.46,3.57,gram,100
Rice,144.63,23.67,57.51,27.1,9.83,gram,100
Egg,45.76,15.73,35.97,12.48,6.33,piece,51
Grapes,278.4,13.65,57.54,1.37,7.24,gram,100
Watermelon,361.37,7.93,10.62,4.95,8.45,gram,100
Rice,179.47,16.77,32.58,20.76,7.15,gram,100
Orange,281.82,2.99,1.01,21.63,4.0,gram,100
Greek Yogurt,246.81,9.34,58.1,5.41,6.42,gram,100
Peanuts,285.32,26.78,1.76,19.96,6.05,gram,100
Potato,168.75,26.87,49.28,15.8,4.81,gram,100
Tomato,82.83,23.47,17.2,2.43,2.32,gram,100
Grapes,382.99,5.87,45.84,13.24,2.77,gram,100
Cabbage,392.88,21.2,24.62,7.96,7.71,gram,100
Chole,249.1,9.95,3.62,5.52,9.34,gram,100
Tomato,298.22,27.5,28.47,19.46,6.01,gram,100
Chicken Breast,95.33,29.75,16.69,20.77,2.01,gram,100
Onion,327.24,14.75,17.36,16.79,6.39,gram,100
Walnuts,304.92,20.07,58.57,18.56,1.32,gram,100
Upma,210.04,6.44,9.66,17.23,1.36,gram,100
Paneer,108.64,21.52,51.43,27.3,3.77,gram,100
Broccoli,271.22,19.62,2.78,6.36,2.9,gram,100
Watermelon,319.12,26.22,47.77,28.84,0.86,gram,100
Dal Tadka,72.73,10.95,54.4,2.94,3.03,gram,100
Milk,390.39,24.13,37.64,18.9,4.63,gram,100
Grapes,299.3,23.07,44.69,11.27,2.84,gram,100
Bread,51.82,16.27,13.03,21.55,2.4,gram,100
Banana,93.89,27.12,46.42,1.0,1.23,piece,84
Paneer,152.97,3.8,6.79,2.78,9.78,gram,100
Onion,88.38,22.42,31.3,25.88,7.08,gram,100
Oats,123.21,11.95,55.49,28.18,1.39,gram,100
Almonds,249.6,15.58,47.56,9.79,5.38,gram,100
Bread,239.54,22.1,58.37,20.83,1.01,gram,100
Walnuts,353.44,19.87,8.96,1.12,4.52,gram,100
Tomato,346.9,0.49,10.52,26.29,3.53,gram,100
Walnuts,209.96,4.54,41.88,6.38,1.75,gram,100
Rice,229.98,4.27,44.12,14.39,9.29,gram,100
Mango,158.99,26.6,44.73,15.82,1.6,gram,100
Carrot,202.16,2.31,28.66,2.37,7.48,gram,100
Broccoli,113.06,6.18,10.0,29.33,9.92,gram,100
Oats,153.3,3.76,47.6,21.82,9.5,gram,100
Cabbage,139.08,29.09,8.91,10.34,0.4,gram,100
Grapes,240.5,29.47,44.13,20.29,5.95,gram,100
Paneer,99.81,21.26,23.63,29.23,0.26,gram,100
Cabbage,319.42,27.51,58.5,14.57,9.1,gram,100
Curd,222.78,29.1,27.63,10.83,8.05,gram,100
Carrot,197.38,20.71,23.25,7.75,2.77,gram,100
Sambar,193.34,19.73,34.96,18.34,4.88,gram,100
Greek Yogurt,225.98,2.24,42.46,13.21,8.76,gram,100
Greek Yogurt,368.8,27.52,11.1,15.14,0.95,gram,100
Cabbage,390.94,3.54,33.07,1.19,1.9,gram,100
Paratha,137.41,9.26,2.06,3.82,4.51,piece,48
Watermelon,127.98,8.18,27.76,5.98,3.29,gram,100
Upma,73.56,25.77,36.14,3.46,4.23,gram,100
Watermelon,77.1,21.43,19.6,6.64,9.3,gram,100
Chapati,96.04,29.25,36.03,5.65,1.41,piece,38
Apple,361.69,6.99,17.42,15.23,6.86,piece,74
Rice,172.65,24.38,13.26,0.91,1.64,gram,100
Chapati,102.93,15.94,19.86,12.44,9.61,piece,62
Almonds,286.02,29.09,9.11,22.91,9.52,gram,100
Chicken Breast,117.75,14.97,43.42,27.39,6.33,gram,100
Mango,371.95,17.81,44.54,13.26,1.21,gram,100
Cabbage,79.13,26.83,55.45,26.21,7.41,gram,100
Tomato,155.16,25.65,3.61,27.16,2.37,gram,100
Chicken Curry,125.35,5.45,19.76,29.72,1.17,gram,100
Poha,93.52,10.33,56.92,26.34,1.24,gram,100
Peanuts,108.07,11.6,47.98,15.55,2.78,gram,100
Peanuts,376.96,7.54,57.13,1.1,9.85,gram,100
Vegetable Curry,261.94,25.94,26.94,20.62,4.32,gram,100
Cashews,188.02,11.14,33.05,13.79,0.47,gram,100
Milk,138.42,11.94,19.07,26.62,3.91,gram,100
Cauliflower,285.48,18.04,13.77,26.68,4.5,gram,100
Peanuts,76.33,26.25,15.66,4.65,0.61,gram,100
Banana,255.39,19.23,47.22,10.36,0.58,piece,50
Dosa,254.35,18.62,22.97,29.9,5.4,gram,100
Egg,132.45,6.36,27.61,6.53,1.27,piece,93
Papaya,59.62,22.03,35.26,8.89,1.38,gram,100
Orange,263.69,4.4,23.44,2.69,5.67,gram,100
Curd,258.43,14.84,5.04,2.46,1.97,gram,100
Broccoli,396.39,9.91,47.2,25.65,2.18,gram,100
Vegetable Curry,331.52,2.89,39.74,2.96,8.27,gram,100
Onion,86.26,3.18,32.29,9.71,3.5,gram,100
Rajma,82.67,6.52,46.07,2.23,9.26,gram,100
Grapes,142.01,14.64,13.99,27.43,2.67,gram,100
Paratha,220.76,8.53,23.7,4.42,5.92,piece,96
Tomato,361.7,28.12,17.7,28.5,7.31,gram,100
Paneer Butter Masala,276.96,20.24,22.2,26.41,9.31,gram,100
Dal Tadka,365.38,9.45,40.1,11.02,3.71,gram,100
Idli,315.26,25.33,47.76,22.68,8.43,piece,32
Greek Yogurt,179.64,1.08,44.27,26.75,2.59,gram,100
Milk,150.49,17.28,28.67,26.43,0.22,gram,100
Grapes,369.82,15.38,35.04,14.32,0.91,gram,100
Onion,131.35,26.48,42.71,2.92,5.12,gram,100
Greek Yogurt,380.85,11.97,3.0,21.18,7.45,gram,100
Dosa,124.34,0.77,10.44,25.62,2.64,gram,100
Broccoli,221.54,1.28,45.03,25.36,4.63,gram,100
Sambar,291.93,23.57,25.0,19.37,9.27,gram,100
Walnuts,370.56,17.79,18.3,8.01,7.16,gram,100
Tomato,214.91,10.57,44.0,17.52,2.3,gram,100
Cashews,356.27,19.84,25.25,18.32,0.32,gram,100
Papaya,335.73,22.43,57.33,7.5,2.84,gram,100
Dal Tadka,76.02,21.14,47.29,9.5,2.84,gram,100
Banana,311.08,7.92,12.55,25.15,2.04,piece,97
Mango,57.07,23.33,27.61,16.62,2.39,gram,100
Rajma,107.17,16.48,57.38,12.78,1.06,gram,100
Cabbage,351.48,24.55,28.61,0.15,4.94,gram,100
Oats,54.56,12.94,40.0,6.08,2.47,gram,100
Carrot,294.4,10.67,42.23,12.95,8.03,gram,100
Cabbage,370.76,20.17,57.83,3.65,8.48,gram,100
Spinach,282.87,5.5,12.48,12.15,0.7,gram,100
Orange,56.84,23.84,27.21,3.64,3.82,gram,100
Curd,63.42,19.97,13.8,26.34,5.69,gram,100
Paneer,330.2,8.09,21.31,29.87,2.11,gram,100
Sambar,174.99,6.35,29.84,19.17,0.15,gram,100
Mango,144.89,0.99,1.36,11.8,8.62,gram,100
Chicken Curry,189.69,11.82,30.89,27.83,5.17,gram,100
Cashews,80.32,14.0,8.38,12.32,2.36,gram,100
Butter,208.11,5.08,9.18,0.77,9.05,gram,100
Grapes,317.16,22.94,11.2,22.52,4.02,gram,100
Apple,265.81,16.74,8.47,17.54,7.44,piece,90
Egg,236.78,29.24,16.53,3.49,9.85,piece,114
Vegetable Curry,208.82,28.8,27.65,24.79,1.17,gram,100
Mango,80.3,28.21,0.64,29.08,1.78,gram,100
Carrot,230.12,7.83,29.07,11.75,4.9,gram,100
Potato,159.36,16.23,12.77,11.02,9.15,gram,100
Peanuts,330.22,10.07,47.59,22.52,1.75,gram,100
Idli,135.97,15.04,27.84,16.09,9.25,piece,66
Paneer,306.05,3.75,9.71,18.46,3.24,gram,100
Mango,288.97,21.42,30.02,14.92,5.02,gram,100
Peanuts,211.95,7.2,57.38,15.13,7.91,gram,100
Pineapple,140.4,6.07,30.03,14.16,5.86,gram,100
Salad,154.2,20.57,56.84,28.6,6.96,gram,100
Poha,170.98,13.13,53.86,18.2,3.28,gram,100
Vegetable Curry,133.72,13.01,35.17,9.82,6.26,gram,100
Oats,361.93,6.13,5.55,29.23,0.87,gram,100
Dal Tadka,330.69,24.35,21.79,0.71,8.91,gram,100
Cornflakes,293.18,2.01,18.28,3.85,9.56,gram,100
Upma,286.22,22.52,33.37,25.67,7.23,gram,100
Sambar,353.29,26.43,41.84,10.54,2.1,gram,100
Chicken Curry,152.35,27.11,15.19,20.37,2.05,gram,100
Pineapple,225.43,20.52,31.99,3.86,2.3,gram,100
Chicken Breast,192.03,9.51,11.84,2.64,6.11,gram,100
Chapati,213.1,29.58,6.19,22.81,9.21,piece,55
Watermelon,272.82,18.02,33.33,13.77,6.18,gram,100
Almonds,54.74,23.56,13.51,24.87,5.68,gram,100
Pineapple,360.41,14.41,33.26,11.67,7.61,gram,100
Dal Tadka,324.77,29.64,47.78,6.24,5.64,gram,100
Spinach,247.39,21.15,17.7,23.18,4.52,gram,100
Pineapple,323.75,22.11,50.23,18.29,7.23,gram,100
Poha,319.26,23.34,9.51,20.79,3.62,gram,100
Sambar,219.4,27.59,40.46,17.69,2.13,gram,100
Oats,302.06,18.94,25.63,24.59,8.47,gram,100
Milk,124.92,19.57,34.39,27.68,3.17,gram,100
Broccoli,89.62,10.96,49.08,5.53,8.32,gram,100
Spinach,311.03,4.81,14.34,13.98,0.43,gram,100
Rice,305.89,4.78,3.76,21.08,3.91,gram,100
Idli,272.76,24.47,56.8,0.8,5.25,piece,111
Pineapple,310.88,29.11,12.24,29.54,7.97,gram,100
Paneer,269.09,2.24,19.38,5.81,9.67,gram,100
Broccoli,242.91,3.49,11.62,7.59,5.1,gram,100
Poha,344.34,26.81,11.09,15.91,4.72,gram,100
Almonds,66.35,2.17,49.03,25.24,3.94,gram,100
Cabbage,209.28,12.33,43.55,18.82,2.54,gram,100
Rice,340.79,20.38,53.22,29.22,0.24,gram,100
Paneer,302.83,12.31,57.02,21.91,1.86,gram,100
Biryani,280.76,11.36,25.81,16.68,6.96,gram,100
Cornflakes,360.6,22.61,27.26,0.74,5.03,gram,100
Paratha,359.77,11.98,1.66,9.46,7.66,piece,110
Potato,318.53,28.57,19.01,22.51,2.37,gram,100
Cabbage,147.73,25.28,12.64,27.87,3.64,gram,100
Dosa,357.97,5.32,55.02,1.97,0.45,gram,100
Sambar,257.02,0.24,17.61,25.18,6.24,gram,100
Paneer,241.14,4.32,20.6,12.26,0.4,gram,100
Rajma,179.44,25.44,4.65,6.84,8.9,gram,100
Bread,148.54,9.12,25.8,4.36,9.66,gram,100
Butter,264.1,8.14,1.15,27.77,6.37,gram,100
Walnuts,381.64,3.91,54.97,26.16,8.49,gram,100
Vegetable Curry,243.03,3.87,40.59,16.3,4.87,gram,100
Mango,177.95,12.66,32.62,21.46,5.99,gram,100
Walnuts,314.3,21.91,8.77,10.1,2.8,gram,100
Paratha,55.25,4.85,6.24,0.07,1.93,piece,86
Cashews,263.65,29.06,55.87,25.27,9.69,gram,100
Mango,305.26,16.01,26.09,19.49,8.04,gram,100
Biryani,281.0,24.77,53.67,12.98,8.83,gram,100
Spinach,288.3,27.09,15.18,25.34,5.09,gram,100
Mango,124.43,1.91,37.73,6.18,8.27,gram,100
Peanuts,129.64,16.15,57.8,6.28,9.13,gram,100
Mango,77.0,5.91,20.84,18.77,1.85,gram,100
Rajma,259.92,18.78,3.52,29.53,2.01,gram,100
Biryani,389.45,13.31,53.33,23.41,4.6,gram,100
Chole,142.02,25.15,19.09,29.52,2.28,gram,100
Curd,343.86,26.49,32.69,20.31,8.62,gram,100
Oats,122.94,29.44,34.11,14.24,2.21,gram,100
Peanuts,385.34,16.08,28.92,9.05,5.98,gram,100
Dal Tadka,202.54,7.26,21.37,10.99,8.98,gram,100
Paratha,68.05,14.39,10.96,5.36,3.51,piece,67
Bread,89.63,5.25,3.28,10.75,0.02,gram,100
Curd,151.71,25.26,24.83,16.49,1.76,gram,100
Upma,116.68,1.03,46.16,8.99,9.26,gram,100
Grapes,189.33,17.51,30.2,5.48,1.54,gram,100
Greek Yogurt,335.97,6.2,29.77,27.88,0.42,gram,100
Sambar,96.26,10.29,30.89,6.7,9.5,gram,100
Orange,188.37,21.13,14.41,11.0,0.93,gram,100
Onion,352.77,19.94,51.19,27.37,1.21,gram,100
Grapes,177.91,3.52,33.75,9.87,8.47,gram,100
Broccoli,150.18,27.23,12.87,5.54,5.77,gram,100
Peanuts,116.58,7.02,40.14,4.44,0.05,gram,100
Grapes,100.69,24.03,14.03,0.79,6.7,gram,100
Watermelon,188.95,20.33,24.48,23.11,6.03,gram,100
Greek Yogurt,97.31,18.4,51.74,25.12,1.72,gram,100
Tomato,253.03,22.13,49.0,26.79,7.86,gram,100
Cornflakes,346.05,21.54,25.5,0.84,5.67,gram,100
Almonds,134.58,18.41,42.96,11.5,7.42,gram,100
Idli,84.48,6.78,35.45,15.16,5.28,piece,94
Broccoli,233.6,27.06,15.89,17.91,2.15,gram,100
Idli,250.6,12.99,47.73,6.06,8.02,piece,72
Egg,272.2,9.8,52.17,18.29,3.79,piece,73
Chicken Curry,184.04,4.08,28.97,29.68,3.11,gram,100
Cashews,264.72,26.44,1.57,12.48,2.19,gram,100
Peanuts,213.17,19.02,31.66,3.7,8.4,gram,100
Almonds,385.76,9.47,39.68,22.61,4.78,gram,100
Paratha,149.31,29.14,44.25,9.79,3.95,piece,56
Walnuts,321.99,0.97,44.48,13.31,4.26,gram,100
Tomato,348.73,21.8,40.6,29.61,3.64,gram,100
Paneer,366.52,3.72,4.0,28.73,1.2,gram,100
Watermelon,286.21,2.28,15.26,26.56,7.77,gram,100
Papaya,186.09,16.84,17.67,15.2,9.17,gram,100
Salad,367.38,27.56,37.9,29.06,4.96,gram,100
Onion,141.92,28.31,5.68,27.25,7.18,gram,100
Greek Yogurt,58.6,22.38,41.79,18.52,1.37,gram,100
Upma,186.17,5.65,40.34,23.04,0.55,gram,100
Sambar,229.72,4.76,17.53,9.0,9.82,gram,100
Chicken Curry,304.69,0.62,27.66,9.67,1.82,gram,100
Salad,395.95,20.38,30.89,19.33,8.12,gram,100
Upma,235.1,11.47,22.06,9.67,2.27,gram,100
Papaya,104.98,20.53,39.5,15.96,1.65,gram,100
Spinach,200.69,2.46,13.6,5.07,0.64,gram,100
Protein Shake,202.51,9.8,38.68,4.83,2.77,gram,100
Onion,349.36,23.52,16.09,26.92,5.97,gram,100
Orange,59.83,28.4,5.09,20.59,7.7,gram,100
Upma,362.08,18.77,54.43,20.82,8.11,gram,100
Papaya,312.51,6.43,12.81,26.69,9.98,gram,100
Carrot,160.66,24.83,53.38,24.54,1.47,gram,100
Oats,241.43,15.7,0.96,6.94,2.68,gram,100
Sambar,313.84,10.85,30.95,13.19,4.08,gram,100
Vegetable Curry,372.68,4.97,10.98,9.66,7.19,gram,100
Rice,266.92,9.7,19.28,21.14,5.28,gram,100
Rajma,201.03,19.92,23.63,10.43,7.66,gram,100
Vegetable Curry,382.34,20.78,14.74,27.86,4.46,gram,100
Watermelon,269.97,27.74,58.94,27.83,4.06,gram,100
Greek Yogurt,292.41,29.22,44.32,1.62,7.26,gram,100
Vegetable Curry,200.41,27.75,2.43,8.12,6.37,gram,100
Milk,227.07,0.13,27.5,14.58,3.41,gram,100
Greek Yogurt,240.63,1.29,40.3,3.76,6.28,gram,100
Sambar,273.77,22.51,49.08,29.79,1.63,gram,100
Greek Yogurt,209.5,26.83,44.96,21.15,6.55,gram,100
Protein Shake,292.66,29.11,6.47,15.78,7.17,gram,100
Biryani,240.59,16.41,24.37,28.95,8.18,gram,100
Cabbage,351.47,19.64,48.85,27.89,9.78,gram,100
Dal Tadka,368.29,21.0,13.72,3.35,4.11,gram,100
Cabbage,50.92,7.6,2.51,6.69,2.93,gram,100
Apple,169.66,15.54,10.74,27.07,5.05,piece,108
Idli,86.2,10.54,42.35,18.34,0.52,piece,74
Cabbage,70.77,14.56,39.08,5.86,0.25,gram,100
Vegetable Curry,229.42,15.75,23.68,9.11,0.14,gram,100
Walnuts,188.33,8.97,0.72,8.74,3.25,gram,100
Biryani,310.17,11.01,51.74,8.1,6.95,gram,100
Almonds,111.58,7.25,45.09,3.65,8.34,gram,100
Greek Yogurt,145.93,9.04,7.9,25.48,1.33,gram,100
Curd,306.9,22.03,10.4,6.6,6.55,gram,100
Idli,64.21,21.95,13.0,23.72,6.01,piece,67
Cauliflower,139.23,6.23,53.5,14.27,7.57,gram,100
Biryani,250.54,20.95,55.09,15.25,8.67,gram,100
Paratha,229.75,21.22,13.97,1.42,4.2,piece,53
Vegetable Curry,109.73,12.32,3.17,13.83,7.26,gram,100
Cauliflower,342.16,17.38,23.49,6.38,6.84,gram,100
Salad,93.87,8.05,7.35,17.45,8.36,gram,100
Cashews,363.07,29.85,15.35,20.64,5.82,gram,100
Dal Tadka,59.96,28.95,57.24,29.66,5.22,gram,100
Apple,314.37,29.63,31.7,16.15,6.1,piece,32
Milk,43.93,21.14,2.0,29.03,2.3,gram,100
Poha,191.26,21.77,39.42,2.11,9.22,gram,100
Grapes,129.26,27.56,48.31,3.3,8.16,gram,100
Biryani,68.01,20.28,48.02,0.19,7.39,gram,100
Tomato,153.03,8.62,32.7,22.3,9.34,gram,100
Salad,177.2,25.98,23.71,13.57,2.25,gram,100
Cornflakes,380.01,20.86,20.07,14.8,4.18,gram,100
Chicken Curry,250.96,19.04,33.4,24.73,6.11,gram,100
Cornflakes,155.11,0.95,57.45,26.73,2.16,gram,100
Paratha,50.71,1.16,20.01,18.98,9.05,piece,86
Onion,315.25,6.51,56.09,7.09,9.62,gram,100
Chicken Breast,247.2,1.31,17.61,6.36,9.06,gram,100
Chicken Curry,209.6,22.95,32.69,15.32,0.45,gram,100
Watermelon,267.71,21.47,48.99,0.52,3.14,gram,100
Carrot,199.17,3.62,7.64,5.12,7.61,gram,100
Idli,244.91,10.21,10.07,8.18,9.51,piece,46
Papaya,143.89,25.45,11.01,27.36,3.02,gram,100
Papaya,145.92,3.37,20.17,24.62,7.44,gram,100
Dal Tadka,132.38,22.34,7.18,12.78,3.56,gram,100
Bread,68.52,19.11,17.06,3.7,3.2,gram,100
Pineapple,238.15,22.85,59.47,8.89,8.71,gram,100
Poha,286.76,11.59,54.69,16.59,9.5,gram,100
Salad,43.65,0.45,39.69,13.05,2.31,gram,100
Vegetable Curry,397.03,5.29,45.69,24.72,0.72,gram,100
Papaya,373.84,28.44,2.14,8.34,0.67,gram,100
Oats,318.87,25.84,8.33,6.22,7.45,gram,100
Papaya,264.34,18.45,39.99,12.25,7.76,gram,100
Biryani,215.27,18.27,57.19,8.69,0.29,gram,100
Biryani,285.07,27.9,0.96,2.89,5.78,gram,100
Biryani,117.73,1.45,24.95,8.33,2.22,gram,100
Egg,103.75,14.97,46.4,21.09,8.54,piece,108
Salad,349.79,26.66,15.37,17.01,4.57,gram,100
Rice,131.31,15.19,53.52,12.92,0.99,gram,100
Dosa,241.98,8.95,41.91,6.5,6.33,gram,100
Onion,124.06,0.53,33.21,9.6,5.48,gram,100
Chicken Curry,223.74,18.02,18.17,7.59,7.1,gram,100
Paneer Butter Masala,226.96,26.96,57.46,27.87,7.09,gram,100
Carrot,348.21,3.25,5.06,21.25,4.94,gram,100
Chicken Breast,306.42,6.6,37.16,3.01,4.27,gram,100
Grapes,321.81,15.71,13.03,25.32,5.08,gram,100
Tomato,141.7,24.32,38.11,11.29,0.38,gram,100
Rice,384.88,5.37,17.82,14.94,3.95,gram,100
Onion,55.64,17.71,8.95,3.29,5.02,gram,100
Spinach,103.59,23.59,7.48,15.41,8.12,gram,100
Pineapple,269.75,24.2,16.78,3.14,0.81,gram,100
Sambar,78.51,15.66,25.13,14.45,7.88,gram,100
Upma,385.81,24.51,25.02,0.54,7.07,gram,100
Paratha,355.96,17.98,1.11,18.91,0.18,piece,72
Chapati,374.58,28.76,11.69,14.1,3.6,piece,54
Peanuts,322.54,6.92,43.72,12.73,9.7,gram,100
Apple,355.77,6.74,2.46,4.29,1.09,piece,101
Rajma,56.97,13.77,13.06,21.45,4.78,gram,100
Onion,207.45,4.36,21.82,12.98,3.8,gram,100
Grapes,378.15,27.89,12.93,23.48,7.85,gram,100
Cabbage,369.83,1.57,10.21,11.44,5.21,gram,100
Sambar,87.22,17.88,55.59,21.06,1.27,gram,100
Curd,356.47,11.51,35.1,29.15,0.72,gram,100
Paneer,188.25,23.45,40.41,6.48,9.1,gram,100
Salad,137.68,24.93,29.26,14.05,2.15,gram,100
Butter,269.79,24.25,51.2,8.71,3.48,gram,100
Cornflakes,177.53,24.57,57.42,12.44,8.15,gram,100
Grapes,399.14,9.31,21.83,14.77,3.79,gram,100
Vegetable Curry,355.72,23.55,55.47,2.67,2.8,gram,100
Walnuts,241.95,14.03,9.75,9.54,2.33,gram,100
Carrot,281.73,1.15,19.89,6.81,8.96,gram,100
Cornflakes,156.96,23.0,30.86,9.97,8.92,gram,100
Paratha,236.28,0.85,47.77,13.9,6.08,piece,37
Tomato,232.78,17.87,14.09,25.68,4.22,gram,100
Protein Shake,263.83,3.0,22.93,5.76,3.35,gram,100
Banana,245.88,21.81,51.4,13.75,3.39,piece,40
